poem	emotion1	emotion2
"s miraculous	Humor	Suspense
cause dying is	Humor	Suspense
perfectly natural;perfectly	Humor	Suspense
putting	Humor	Suspense 
it mildly lively(but	Humor	Suspense
is strictly	Humor	Suspense
scientific	Humor	Suspense
&amp; artificial &amp;	Humor	Suspense
evil &amp; legal)	Humor	Suspense
we thank thee	Humor	Suspense
almighty for dying	Humor	Suspense
(forgive us,o life!the sin of Death	Humor	Suspense
[i carry your heart with me(i carry it in]		
i carry your heart with me(i carry it in	Beauty / Joy	Beauty / Joy
my heart)i am never without it(anywhere	Beauty / Joy	Beauty / Joy
i go you go,my dear;and whatever is done	Beauty / Joy	Beauty / Joy
by only me is your doing,my darling)	Beauty / Joy	Beauty / Joy
no fate(for you are my fate,my sweet)i want	Beauty / Joy	Beauty / Joy
no world(for beautiful you are my world,my true)	Beauty / Joy	Beauty / Joy
and it’s you are whatever a moon has always meant	Beauty / Joy	Beauty / Joy
and whatever a sun will always sing is you	Beauty / Joy	Beauty / Joy
here is the deepest secret nobody knows	Beauty / Joy	Beauty / Joy
(here is the root of the root and the bud of the bud	Beauty / Joy	Beauty / Joy
and the sky of the sky of a tree called life;which grows	Beauty / Joy	Beauty / Joy
higher than soul can hope or mind can hide)	Beauty / Joy	Beauty / Joy
and this is the wonder that"s keeping the stars apart	Beauty / Joy	Beauty / Joy
i carry your heart(i carry it in my heart)	Beauty / Joy	Beauty / Joy
In vain , in vain — the all-composing Hour	Suspense	Suspense
Resistless falls : the Muse obeys the Pow"r .	Suspense	Suspense
She comes ! she comes ! the sable Throne behold	Suspense	Suspense
Of Night primæval and of Chaos old !	Suspense	Suspense
Before her , Fancy "s gilded clouds decay ,	Sadness	Uneasiness
And all its varying Rain-bows die away .	Sadness	Uneasiness
Wit shoots in vain its momentary fires ,	Sadness	Uneasiness
The meteor drops , and in a flash expires .	Sadness	Uneasiness
As one by one , at dread Medea "s strain ,	Uneasiness	Uneasiness
The sick"ning stars fade off th ’ ethereal plain ;	Uneasiness	Uneasiness
As Argus ’ eyes by Hermes ’ wand opprest ,	Uneasiness	Uneasiness
Clos "d one by one to everlasting rest ;	Uneasiness	Uneasiness
Thus at her felt approach , and secret might ,	Uneasiness	Uneasiness
Art after Art goes out , and all is Night .	Uneasiness	Uneasiness
See skulking Truth to her old cavern fled ,	Uneasiness	Sadness
Mountains of Casuistry heap "d o"er her head !	Uneasiness	Sadness
Philosophy , that lean "d on Heav"n before ,	Uneasiness	Sadness
Shrinks to her second cause , and is no more .	Uneasiness	Sadness
Physic of Metaphysic begs defence ,	Uneasiness	Sadness
And Metaphysic calls for aid on Sense !	Uneasiness	Sadness
See Mystery to Mathematics fly !	Uneasiness	Sadness
In vain ! they gaze , turn giddy , rave , and die .	Sadness	Sadness
Religion blushing veils her sacred fires ,	Sadness	Sadness
And unawares Morality expires .	Sadness	Sadness
For public Flame , nor private , dares to shine ;	Sadness	Sadness
Nor human Spark is left , nor Glimpse divine !	Sadness	Sadness
Lo ! thy dread Empire , CHAOS ! is restor "d ;	Sadness	Uneasiness
Light dies before thy uncreating word ;	Sadness	Uneasiness
Thy hand , great Anarch ! lets the curtain fall ,	Sadness	Uneasiness
And universal Darkness buries All .	Sadness	Uneasiness
I "m nobody ! Who are you ?	Humor	Humor
Are you nobody , too ?	Humor	Humor
Then there ‘ s a pair of us	Humor	Humor
— do n"t tell ! They ‘ d banish us , you know .	Humor	Humor
How dreary to be somebody !	Humor	Humor
How public , like a frog	Humor	Humor
To tell your name the livelong day	Humor	Humor
To an admiring bog !	Humor	Humor
Marke but this flea , and marke in this ,	Humor	Humor
How little that which thou deny"st me is ;	Humor	Humor
It suck "d me first , and now sucks thee ,	Humor	Humor
And in this flea , our two bloods mingled bee ;	Humor	Humor
Thou know"st that this cannot be said	Humor	Humor
A sinne , nor shame , nor losse of maidenhead ,	Humor	Humor
Yet this enjoyes before it wooe ,	Humor	Humor
And pamper "d swells with one blood made of two ,	Humor	Humor
And this , alas , is more then wee would doe .	Humor	Humor
Oh stay , three lives in one flea spare ,	Beauty / Joy	Humor
Where wee almost , yea more then maryed are .	Beauty / Joy	Humor
This flea is you and I , and this	Beauty / Joy	Humor
Our mariage bed , and mariage temple is ;	Beauty / Joy	Humor
Though parents grudge , and you , w"are met ,	Beauty / Joy	Uneasiness
And cloysterd in these living walls of Jet .	Beauty / Joy	Uneasiness
Though use make you apt to kill mee ,	Humor	Uneasiness
Let not to that , selfe murder added bee ,	Humor	Uneasiness
And sacrilege , three sinnes in killing three .	Humor	Uneasiness
Cruell and sodaine , hast thou since	Sadness	Uneasiness
Purpled thy naile , in blood of innocence ?	Sadness	Uneasiness
Wherein could this flea guilty bee ,	Sadness	Uneasiness
Except in that drop which it suckt from thee ?	Sadness	Uneasiness
Yet thou triumph"st , and saist that thou	Sadness	Uneasiness
Find"st not thy selfe , nor mee the weaker now ;	Sadness	Uneasiness
‘ Tis true , then learne how false , feares bee ; 25	Sadness	Uneasiness
Just so much honor , when thou yeeld"st to mee ,	Sadness	Uneasiness
Will wast , as this flea "s death tooke life from thee .	Sadness	Uneasiness
NOW the bright morning-star, Day’s harbinger,	Beauty / Joy	Beauty / Joy
Comes dancing from the East, and leads with her	Beauty / Joy	Beauty / Joy
The flowery May, who from her green lap throws	Beauty / Joy	Beauty / Joy
The yellow cowslip and the pale primrose.	Beauty / Joy	Beauty / Joy
Hail, bounteous May, that dost inspire	Beauty / Joy	Beauty / Joy
Mirth, and youth, and warm desire!	Beauty / Joy	Beauty / Joy
Woods and groves are of thy dressing;	Beauty / Joy	Beauty / Joy
Hill and dale doth boast thy blessing.	Beauty / Joy	Beauty / Joy
Thus we salute thee with our early song,	Beauty / Joy	Beauty / Joy
And welcome thee, and wish thee long.	Beauty / Joy	Beauty / Joy
I met a traveller from an antique land	Suspense	Suspense
Who said : Two vast and trunkless legs of stone	Suspense	Suspense
Stand in the desert ... Near them , on the sand ,	Uneasiness	Suspense
Half sunk , a shattered visage lies , whose frown ,	Uneasiness	Suspense
And wrinkled lip , and sneer of cold command ,	Uneasiness	Suspense
Tell that its sculptor well those passions read	Uneasiness	Suspense
Which yet survive , stamped on these lifeless things ,	Uneasiness	Suspense
The hand that mocked them , and the heart that fed :	Uneasiness	Suspense
And on the pedestal these words appear :	Uneasiness	Suspense
‘ My name is Ozymandias , king of kings :	Uneasiness	Sadness
Look on my works , ye Mighty , and despair ! ’	Uneasiness	Sadness
Nothing beside remains . Round the decay	Sadness	Nostalgia
Of that colossal wreck , boundless and bare	Sadness	Nostalgia
The lone and level sands stretch far away .	Sadness	Nostalgia
Snow falling and night falling fast, oh, fast	Beauty / Joy	Beauty / Joy
In a field I looked into going past,	Beauty / Joy	Beauty / Joy
And the ground almost covered smooth in snow,	Beauty / Joy	Beauty / Joy
But a few weeds and stubble showing last.	Beauty / Joy	Beauty / Joy
The woods around it have it--it is theirs.	Beauty / Joy	Sadness
All animals are smothered in their lairs.	Beauty / Joy	Sadness
I am too absent-spirited to count;	Sadness	Sadness
The loneliness includes me unawares.	Sadness	Sadness
And lonely as it is that loneliness	Sadness	Sadness
Will be more lonely ere it will be less--	Sadness	Sadness
A blanker whiteness of benighted snow	Sadness	Sadness
With no expression, nothing to express.	Sadness	Sadness
They cannot scare me with their empty spaces	Sadness	Sadness
Between stars--on stars where no human race is.	Sadness	Sadness
I have it in me so much nearer home	Sadness	Sadness
To scare myself with my own desert places.	Sadness	Sadness
If you can keep your head when all about you	Beauty / Joy	Vitality
Are losing theirs and blaming it on you,	Beauty / Joy	Vitality
If you can trust yourself when all men doubt you,	Beauty / Joy	Vitality
But make allowance for their doubting too;	Beauty / Joy	Vitality
If you can wait and not be tired by waiting,	Beauty / Joy	Vitality
Or being lied about, don’t deal in lies,	Beauty / Joy	Vitality
Or being hated, don’t give way to hating,	Beauty / Joy	Vitality
And yet don’t look too good, nor talk too wise:	Beauty / Joy	Vitality
If you can dream—and not make dreams your master;	Beauty / Joy	Vitality
If you can think—and not make thoughts your aim;	Beauty / Joy	Vitality
If you can meet with Triumph and Disaster	Beauty / Joy	Vitality
And treat those two impostors just the same;	Beauty / Joy	Vitality
If you can bear to hear the truth you’ve spoken	Beauty / Joy	Vitality
Twisted by knaves to make a trap for fools,	Beauty / Joy	Vitality
Or watch the things you gave your life to, broken,	Beauty / Joy	Vitality
And stoop and build ’em up with worn-out tools:	Beauty / Joy	Vitality
If you can make one heap of all your winnings	Beauty / Joy	Vitality
And risk it on one turn of pitch-and-toss,	Beauty / Joy	Vitality
And lose, and start again at your beginnings	Beauty / Joy	Vitality
And never breathe a word about your loss;	Beauty / Joy	Vitality
If you can force your heart and nerve and sinew	Beauty / Joy	Vitality
To serve your turn long after they are gone,	Beauty / Joy	Vitality
And so hold on when there is nothing in you	Beauty / Joy	Vitality
Except the Will which says to them: ‘Hold on!’	Beauty / Joy	Vitality
If you can talk with crowds and keep your virtue,	Awe / Sublime	Vitality
Or walk with Kings—nor lose the common touch,	Awe / Sublime	Vitality
If neither foes nor loving friends can hurt you,	Awe / Sublime	Vitality
If all men count with you, but none too much;	Awe / Sublime	Vitality
If you can fill the unforgiving minute	Awe / Sublime	Vitality
With sixty seconds’ worth of distance run,	Awe / Sublime	Vitality
Yours is the Earth and everything that’s in it,	Awe / Sublime	Vitality
And—which is more—you’ll be a Man, my son!	Awe / Sublime	Vitality
A noiseless patient spider ,	Vitality	Sadness
I mark "d where on a little promontory it stood isolated ,	Vitality	Sadness
Mark "d how to explore the vacant vast surrounding ,	Vitality	Sadness
It launch "d forth filament , filament , filament out of itself ,	Vitality	Sadness
Ever unreeling them , ever tirelessly speeding them .	Vitality	Sadness
And you O my soul where you stand ,	Sadness	Sadness
Surrounded , detached , in measureless oceans of space ,	Sadness	Sadness
Ceaselessly musing , venturing , throwing , seeking the spheres to	Sadness	Sadness
connect them ,	Sadness	Sadness
Till the bridge you will need be form "d , till the ductile anchor hold ,	Sadness	adness
Till the gossamer thread you fling catch somewhere , O my soul .	Sadness	Sadness
I wandered through each chartered street ,	Nostalgia	Nostalgia
Near where the chartered Thames does flow ,	Nostalgia	Nostalgia
A mark in every face I meet ,	Nostalgia	Nostalgia
Marks of weakness , marks of woe .	Nostalgia	Nostalgia
In every cry of every man ,	Sadness	Sadness
In every infant "s cry of fear ,	Sadness	Sadness
In every voice , in every ban ,	Sadness	Sadness
The mind-forged manacles I hear :	Sadness	Sadness
How the chimney-sweeper "s cry	Sadness	Sadness
Every blackening church appalls ,	Sadness	Sadness
And the hapless soldier "s sigh	Annoyance	Annoyance
Runs in blood down palace-walls .	Annoyance	Annoyance
But most , through midnight streets I hear	Annoyance	Annoyance
How the youthful harlot "s curse	Annoyance	Annoyance
Blasts the new-born infant "s tear ,	Annoyance	Annoyance
And blights with plagues the marriage-hearse .	Annoyance	Sadness
AT ten A.M. the young housewife	Beauty / Joy	Beauty / Joy
moves about in negligee behind	Beauty / Joy	Beauty / Joy
the wooden walls of her husband"s house.	Beauty / Joy	Beauty / Joy
I pass solitary in my car.	Beauty / Joy	Beauty / Joy
Then again she comes to the curb	Beauty / Joy	Sadness
to call the ice-man, fish-man, and stands	Beauty / Joy	Sadness
shy, uncorseted, tucking in	Beauty / Joy	Sadness
stray ends of hair, and I compare her	Beauty / Joy	Sadness
to a fallen leaf.	Beauty / Joy	Sadness
The noiseless wheels of my car	Beauty / Joy	Sadness
rush with a crackling sound over	Beauty / Joy	Sadness
dried leaves as I bow and pass smiling.	Beauty / Joy	Sadness
I wandered lonely as a Cloud	Nostalgia	Nostalgia
That floats on high over Vales and Hills ,	Nostalgia	Nostalgia
When all at once I saw a crowd	Nostalgia 	Nostalgia
A host of dancing Daffodills ;	Nostalgia	Nostalgia
Along the Lake , beneath the trees ,	Nostalgia	Nostalgia
Ten thousand dancing in the breeze .	Nostalgia	Nostalgia
Continuous as the stars that shine	Nostalgia	Beauty / Joy
And twinkle on the milky way,	Nostalgia	Beauty / Joy
They stretched in never-ending line	Nostalgia	Beauty / Joy
Along the margin of a bay:	Nostalgia	Beauty / Joy
Ten thousand saw I at a glance,	Nostalgia	Beauty / Joy
Tossing their heads in sprightly dance.	Nostalgia	Beauty / Joy
The waves beside them danced , but they	Beauty / Joy	Beauty / Joy
Outdid the sparkling waves in glee :—	Beauty / Joy	Beauty / Joy
A Poet could not but be gay	Beauty / Joy	Beauty / Joy
In such a laughing company :	Beauty / Joy	Beauty / Joy
I gazed — and gazed — but little thought	Beauty / Joy	Beauty / Joy
What wealth the shew to me had brought :	Beauty / Joy	Beauty / Joy
For oft when on my couch I lie	Nostalgia	Nostalgia
In vacant or in pensive mood ,	Nostalgia	Nostalgia
They flash upon that inward eye	Nostalgia	Nostalgia
Which is the bliss of solitude ,	Nostalgia	Nostalgia
And then my heart with pleasure fills ,	Nostalgia	Nostalgia
And dances with the Daffodils .	Nostalgia	Nostalgia


